OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_M2,OFFSHORE 100 M FROM KALOKO FISHPOND ON HAWAII,Ocean,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS 100 METERS OFFSHORE FROM THE KALOKO FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.6899722,-156.03725,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_M4,OFFSHORE 200 M FROM KALOKO FISHPOND ON HAWAII,Ocean,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS 200 METERS OFFSHORE FROM THE KALOKO FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.6899722,-156.03725,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-KAHO_UH97_M6,OFFSHORE 10M FROM  'AIMAKAPA FISHPOND ON HAWAII,Ocean,"THE STATION IS LOCATED ON THE KEAHOLE POINT HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS 10 METERS OFFSHORE FROM THE  'AIMAKAPA FISHPOND IN KALOKOHONOKOHAU NATIONAL HISTORICAL PARK ON THE KONA COAST OF HAWAII.  DATA ARE FROM THE 1997 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""BIOLOGICAL AND WATER QUALITY CHARACTERISTICS OF ANCHIALINE RESOURCES IN THE KALOKOHONOKOHAU NATIONAL HISTORICAL PARK WITH RECOMMENDATIONS FOR THEIR MANAGEMENT"" BY RICHARD BROCK AND ALAN KAM.  REPORT WRITTEN FOR THE COOPERATIVE NATIONAL PARK RESOURCES STUDIES UNIT; UNIVERSITY OF HAWAII DEPARTMENT OF BOTANY. FOR MORE INFORMATION ABOUT THE PARK CONTACT RESOURCE MANAGEMENT AT KALOKOHONOKOHAU NATIONAL HISTORICAL PARK; 734786 KANALANI ST. 14; KAILUA KONA; HI 96740.  TEL. 8085676102.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.6789167,-156.0294722,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_KU,KU'UALI'I FISHPOND AT ANAEHOOMALU BAY,Lake,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS IN THE KU'UALI'I FISHPOND AT ANAEHOOMALU BAY OUTSIDE THE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.9182778,-155.8893889,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_O,100 M OFFSHORE FROM WAIKOLOA PRESERVATION AREA,Ocean,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS OFFSHORE 100 METERS FROM THE WAIKOLOA POND PRESERVATION AREA OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.92225,-155.8949722,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_P155,POND WITHIN WAIKOLOA POND PRESERVATION AREA,Lake,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS A NATURAL ANCHIALINE POND WITHIN WAIKOLOA POND PRESERVATION AREA OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.9229722,-155.8925833,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_P188,POND WITHIN WAIKOLOA POND PRESERVATION AREA,Lake,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS A NATURAL ANCHIALINE POND WITHIN WAIKOLOA POND PRESERVATION AREA OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.9226944,-155.8934722,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_P48,POND WITHIN WAIKOLOA POND PRESERVATION AREA,Lake,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS A NATURAL ANCHIALINE POND WITHIN WAIKOLOA POND PRESERVATION AREA OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/LAKE",20010000,,,,,19.9244444,-155.8915833,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_SH,SHORELINE AT WAIKOLOA POND PRESERVATION AREA,Ocean,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS IN THE INTERTIDAL ZONE AT WAIKOLOA POND PRESERVATION AREA OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/OCEAN",20010000,,,,,19.9225,-155.8939722,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_W1,WELL AT WAIKOLOA GOLF COURSE NURSERY,Well,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS THE STATE IRRIGATION WELL 545201 LOCATED AT WAIKOLOA GOLF COURSE NURSERY OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",20010000,,,,,19.9160556,-155.8791111,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_W2,DUST CONTROL WELL NEAR WAIKOLOA GOLF COURSE,Well,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS THE TEMPORARY DUST CONTROL WELL LOCATED NEAR THE WAIKOLOA RESORT GOLF COURSE OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",20010000,,,,,19.9218611,-155.8789167,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_W3,IRRIGATION WELL 2300 M FROM ANAEHOOMALU BAY,Well,"THE STATION IS LOCATED ON THE PUU HINAI HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  THE SITE IS THE STATE IRRIGATION WELL 555201 LOCATED 2300 METERS FROM ANAEHOOMALU BAY OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /TYPA/AMBNT/WELL",20010000,,,,,19.9161944,-155.8743611,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-PUHE_UH94_WMM1,POND AT WAIKOLOA POND PRESERVATION AREA,Reservoir,"THE STATION IS LOCATED ON THE ANAEHOOMALU HAWAII  HAWAII CO. 7.5 MINUTE SERIES (TOPOGRAPHIC) QUADRANGLE.  SITE IS A ARTIFICIAL ANCHIALINE POND WITHIN WAIKOLOA POND PRESERVATION AREA OUTSIDE PUUKOHOLA HEIAU NATIONAL HISTORIC SITE NEAR KAILUA KONA.  DATA ARE FROM THE 1994 UNIVERSITY OF HAWAII SEA GRANT PROGRAM REPORT ""THE WAIKOLOA ANCHIALINE POND PROGRAM; FIFTH STATUS REPORT"" BY RICHARD E. BROCK AND ALAN K.H. KAM; UNIVERSITY OF HAWAII.  LATITUDE AND LONGITUDE COORDINATE VALUES WERE OBTAINED BY DIGITIZING A POINT ON THE QUADRANGLE MAP MATCHING THE SITE DESCRIPTION IN THE REPORT.  FOR MORE INFORMATION ABOUT THE AREA CONTACT RESOURCE MANAGEMENT AT PUUKOHOLA HEIAU NATIONAL HISTORIC SITE; P.O. BOX 44340; KAWAIHAE; HI 96743.  TEL. 8088827218.  DATA WERE PROCESSED AND UPLOADED TO STORET BY J. CHRIS ECHOHAWK; NATIONAL PARK SERVICE WATER RESOURCES DIVISION; 1201 OAK RIDGE DRIVE; SUITE 250; FORT COLLINS; CO 80525.  TEL. 9702253516.  FAX. 9702259965.***     Legacy STORET Station Type: /RESERV/TYPA/AMBNT",20010000,,,,,19.9240278,-155.8921944,0,,,Unknown,NAD27,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001101,Coconut Island,BEACH Program Site-Ocean,,20010000,,,,,19.728617,-155.067781,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001102,Exit of Ice Pond,BEACH Program Site-Ocean,,,,,,,19.724725,-155.062525,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001106,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,,20010000,,,,,19.725578,-155.071133,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001107,Hilo Bay (Lighthouse),BEACH Program Site-Ocean,,,,,,,19.726692,-155.086114,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001109,HONOKAA LANDING,Ocean,"001109   HONOKAA LANDING                         HAWAII    HAMAKUA      

         HWY 240. HONOKAA-WAIPIO                                        
         BEACH                  A   B2-M   C4-Y                         











MIGRATED FROM LEGACY STORET AGENCY CODE (21HI    ) ON 07-DEC-99
MAJOR BASIN NAME: HAWAII                  
BASIN CODE: 
MINOR BASIN NAME: HAMAKUA",,,,,,20.1058333,-155.475,,,,Unknown,UNKWN,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001110,Honolii Cove (Ocean),BEACH Program Site-Ocean,,20010000,,,,,19.755278,-155.090839,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001118,KOLEKOLE GULCH (STREAM),River/Stream,"MIGRATED FROM LEGACY STORET AGENCY CODE (21HI    ) ON 07-DEC-99
MAJOR BASIN NAME: HAWAII                  
BASIN CODE: 
MINOR BASIN NAME: HAMAKUA",20010000,,,,,19.8847222,-155.1222222,,,,Unknown,UNKWN,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001121,Leleiwi Beach Park,BEACH Program Site-Ocean,,20010000,,,,,19.733636,-155.015853,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001126,Onekahakaha Beach Swimming Area,BEACH Program Site-Ocean,,,,,,,19.737783,-155.037517,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001130,Puhi Bay #3,BEACH Program Site-Ocean,,20010000,,,,,19.736406,-155.042236,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001136,Richardson Ocean Center,BEACH Program Site-Ocean,,20010000,,,,,19.735847,-155.013353,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001141,HILO BAY (OFF SHORE),Ocean,"MIGRATED FROM LEGACY STORET AGENCY CODE (21HI    ) ON 07-DEC-99
MAJOR BASIN NAME: HAWAII                  
BASIN CODE: 170100
MINOR BASIN NAME: HAWAII",,,,,,19.7452778,-155.0813889,,,,Unknown,UNKWN,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001200,Hapuna Beach,BEACH Program Site-Ocean,,20010000,,,,,19.991208,-155.826228,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001203,Kahaluu Beach Park,BEACH Program Site-Ocean,,20010000,,,,,19.579322,-155.967022,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001204,Kailua Pier Sta. A,BEACH Program Site-Ocean,,20010000,,,,,19.639667,-155.994817,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001205,Kailua Pier Sta. A-1,BEACH Program Site-Ocean,,20010000,,,,,19.639561,-155.996689,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001210,KAWAIHAE HARBOR PIER,Ocean,"001210   KAWAIHAE HARBOR PIER                    HAWAII    KONA         
         KAWAIHAE                                                       
         HWY 27. KAWAIHAE                                               
         SMALL BOAT HARBOR      B   B2-M   CO                           











MIGRATED FROM LEGACY STORET AGENCY CODE (21HI    ) ON 07-DEC-99
MAJOR BASIN NAME: HAWAII                  
BASIN CODE: 
MINOR BASIN NAME: KONA",20010000,,,,,20.0491667,-155.8347222,,,,Unknown,UNKWN,,,,,,,US,15,1,,,,,,,,,,STORET
21HI,Hawaii Department of Health Clean Water Branch,21HI-001211,Kealakekua Bay (Curio Stand),BEACH Program Site-Ocean,,20010000,,,,,19.475483,-155.919525,0,,,GPS-Unspecified,NAD83,,,,,,,US,15,1,,,,,,,,,,STORET
