ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,MonitoringLocationIdentifier,SampleCollectionMethod/MethodName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,MonitoringLocationName,MonitoringLocationTypeName,HUCEightDigitCode,LatitudeMeasure,LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_51,LEGACY,NA,Organic carbon,Total,0.14,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6845278,-156.0338333,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_51,LEGACY,NA,Organic carbon,Total,0.36,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6845278,-156.0338333,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_55,LEGACY,NA,Organic carbon,Total,0.1,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6838333,-156.0323889,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_55,LEGACY,NA,Organic carbon,Total,0.37,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6838333,-156.0323889,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_6,LEGACY,NA,Organic carbon,Total,0.51,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.695373,-156.042953,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_6,LEGACY,NA,Organic carbon,Total,0.6,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.695373,-156.042953,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_62,LEGACY,NA,Organic carbon,Total,0.14,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6824722,-156.0304444,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_62,LEGACY,NA,Organic carbon,Total,0.37,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6824722,-156.0304444,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_65,LEGACY,NA,Organic carbon,Total,1.53,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6808889,-156.0301389,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_75,LEGACY,NA,Organic carbon,Total,0.78,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6828889,-156.0296389,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_75,LEGACY,NA,Organic carbon,Total,1.26,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6828889,-156.0296389,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_82,LEGACY,NA,Organic carbon,Total,0.79,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6805833,-156.0238333,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_82,LEGACY,NA,Organic carbon,Total,0.58,mg/L,LEGACY,NA,NA,ANCHIALINE POOL ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6805833,-156.0238333,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_F1,LEGACY,NA,Organic carbon,Total,0.49,mg/L,LEGACY,NA,NA,KALOKO FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6904444,-156.0343056,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_F1,LEGACY,NA,Organic carbon,Total,0.67,mg/L,LEGACY,NA,NA,KALOKO FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6904444,-156.0343056,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_F4,LEGACY,NA,Organic carbon,Total,0.44,mg/L,LEGACY,NA,NA,KALOKO FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6905556,-156.0357778,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_F4,LEGACY,NA,Organic carbon,Total,0.59,mg/L,LEGACY,NA,NA,KALOKO FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6905556,-156.0357778,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_F5,LEGACY,NA,Organic carbon,Total,0.52,mg/L,LEGACY,NA,NA,'AIMAKAPA FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6811944,-156.0279444,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_F5,LEGACY,NA,Organic carbon,Total,0.8,mg/L,LEGACY,NA,NA,'AIMAKAPA FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6811944,-156.0279444,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_F8,LEGACY,NA,Organic carbon,Total,0.78,mg/L,LEGACY,NA,NA,'AIMAKAPA FISHPOND ON HAWAII NEAR KAILUA KONA,Lake,20010000,19.6791944,-156.0287222,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_M1,LEGACY,NA,Organic carbon,Total,0.44,mg/L,LEGACY,NA,NA,OFFSHORE 10 M FROM KALOKO FISHPOND ON HAWAII,Ocean,20010000,19.6900833,-156.0362222,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_M1,LEGACY,NA,Organic carbon,Total,0.05,mg/L,LEGACY,NA,NA,OFFSHORE 10 M FROM KALOKO FISHPOND ON HAWAII,Ocean,20010000,19.6900833,-156.0362222,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_M2,LEGACY,NA,Organic carbon,Total,0.16,mg/L,LEGACY,NA,NA,OFFSHORE 100 M FROM KALOKO FISHPOND ON HAWAII,Ocean,20010000,19.6899722,-156.03725,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_M4,LEGACY,NA,Organic carbon,Total,0.07,mg/L,LEGACY,NA,NA,OFFSHORE 200 M FROM KALOKO FISHPOND ON HAWAII,Ocean,20010000,19.6899722,-156.03725,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_M4,LEGACY,NA,Organic carbon,Total,0.21,mg/L,LEGACY,NA,NA,OFFSHORE 200 M FROM KALOKO FISHPOND ON HAWAII,Ocean,20010000,19.6899722,-156.03725,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,8/10/1994,11NPSWRD_WQX-KAHO_UH97_M6,LEGACY,NA,Organic carbon,Total,0.3,mg/L,LEGACY,NA,NA,OFFSHORE 10M FROM  'AIMAKAPA FISHPOND ON HAWAII,Ocean,20010000,19.6789167,-156.0294722,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/3/1994,11NPSWRD_WQX-KAHO_UH97_M6,LEGACY,NA,Organic carbon,Total,0.3,mg/L,LEGACY,NA,NA,OFFSHORE 10M FROM  'AIMAKAPA FISHPOND ON HAWAII,Ocean,20010000,19.6789167,-156.0294722,NAD27,NA,NA,NA,NA,NA,NA
Water,NA,3/10/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,4.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,9/8/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,3.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,12/8/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,7/7/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,4/21/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.9,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,11/19/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,2.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,10/20/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,2/11/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,2.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/4/1980,21HI-001101,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,2.1,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Coconut Island,BEACH Program Site-Ocean,20010000,19.728617,-155.067781,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,4/12/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,1/4/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.4,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,3/7/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/29/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.4,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,2/1/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,5/10/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/1/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,6/15/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,7/19/1994,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,3/9/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,11/30/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,6/1/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,10/5/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,4/5/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,6/28/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/30/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.2,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,5/4/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,1/4/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,11/1/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.2,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/2/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,2/1/1993,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,9/30/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.4,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,2/4/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.7,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,1/8/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.7,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,10/28/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.9,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,12/17/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,4/1/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.7,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,3/4/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,9/4/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,6/3/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.4,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/6/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.7,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,5/6/1991,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.6,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/3/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.4,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,4/6/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,10/5/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.9,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,1/17/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,7/6/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.7,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,3/2/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.4,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,5/5/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,12/1/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.1,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,6/1/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,2/3/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/31/1992,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,11/20/1990,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,10/22/1990,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.8,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,9/25/1990,21HI-001102,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.5,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Exit of Ice Pond,BEACH Program Site-Ocean,NA,19.724725,-155.062525,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,3/7/1994,21HI-001106,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.7,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,20010000,19.725578,-155.071133,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/1/1994,21HI-001106,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,20010000,19.725578,-155.071133,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,7/19/1994,21HI-001106,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,20010000,19.725578,-155.071133,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,1/4/1994,21HI-001106,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.3,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,20010000,19.725578,-155.071133,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,4/12/1994,21HI-001106,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,0.9,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,20010000,19.725578,-155.071133,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,8/29/1994,21HI-001106,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1.1,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,20010000,19.725578,-155.071133,NAD83,NA,NA,NA,NA,NA,NA
Water,NA,2/1/1994,21HI-001106,Historic Hawaii Sample Collection methods for legacy STORET,NA,Organic carbon,Total,1,mg/L,Hawaii historic procedures for Legacy STORET,NA,NA,Hilo Bay (Boat Landing),BEACH Program Site-Ocean,20010000,19.725578,-155.071133,NAD83,NA,NA,NA,NA,NA,NA
